name,num,prefix
NEW-GEN PAINTING FC INC.,1117685-4,FC
FC-Paradigm Investment Group Inc.,1227153-2,FC
FC Private Equity 1 GP Inc.,1086406-4,FC
FC PRIVATE CREDIT GP 1 INC.,1186963-9,FC
FC SENIOR CREDIT GP 1 INC.,1437817-2,FC
FC SUSTAINABLE TIMBERLAND GP 1 INC.,1468434-6,FC
Men of Valour Prayer_FC_AFM_Canada,1304688-5,FC
MEGA CITY FC &amp; PARA SOCCER SOCIAL DEVELOPMENT CLUB,1278872-1,FC
Agence FD&amp;C Lt&eacute;e,1237653-9,FD
FD&amp;C ENTERPRISES LTD.,1305127-7,FD
Capital Int&eacute;gr&eacute; FD Inc.,734417-1,FD
DISTRIBUTION VISITEL FD INC.,237594-0,FD
Capital Int&eacute;gr&eacute; FD 2 inc.,1612616-2,FD
Capital Int&eacute;gr&eacute; FD 3 inc.,1612673-1,FD
THE COMBAT GAME FD INC.,170205-0,FD
FD1,1200981-1,FD
58fd Inc.,1085608-8,FD
AJ&amp;FD Corp.,850568-3,FD
ALPHASHINE FD INC.,1326872-1,FD
FD Apparel Limited,988812-8,FD
Lucky Bear FD,1102540-6,FD
FD BUILDERS INC.,1334458-4,FD
FD Foods Corp.,1409869-2,FD
FD PHARMACY INC.,195292-7,FD
FD Squared Inc.,1112255-0,FD
FD ProTennisTips Inc.,1176939-1,FD
FD Solutions Inc.,1679610-9,FD
FD Systems Canada Inc.,1125170-8,FD
CF FD Studios Inc.,1153832-2,FD
RENO-FD Construction Inc.,975851-8,FD
FD.Prestige Construction Inc.,1430945-6,FD
FD-KR Consulting INC.,781422-4,FD
FD Media Consulting Inc.,1486201-5,FD
FD Nursing Services Inc.,1571039-1,FD
FD&amp;N Real Estate Inc.,1447097-4,FD
SUSHI TRI EXPRESS FD INC.,902872-2,FD
Productions Carolyn Fe Inc.,866309-2,FE
FE-U DESIGNS INC.,655630-2,FE
IMPRESSION FE&amp;DO INC.,639800-6,FE
Fe Gallery &amp; Studio Limited,1472722-3,FE
Les Constructions SANTA FE Inc.,301866-1,FE
SANTA FE AT WOOD INC.,302095-9,FE
SANTA FE CANADIAN MINING LIMITED,270350-5,FE
Les productions F&eacute;-Kif-Lau Inc.,444844-8,FE
SANTA FE LUGGAGE AND LEATHER INC.,289652-4,FE
FE&#39;E FE&#39;E Ontario,1589088-8,FE
FE2000 Inc.,314109-8,FE
CPM FE Corp.,1700599-7,FE
FE EXCLUSIVE LTD.,784749-1,FE
HBS@fe Inc.,1424528-8,FE
Fe26 Canada Inc.,1356264-6,FE
FE4C INC.,1750550-7,FE
ACRES SANTA FE INCORPORATED,067264-5,FE
ADMINISTRATION FE BE INC.,015649-3,FE
FE-ANA PROPERTIES CORP.,975606-0,FE
C/Fe Studios Inc.,1609972-6,FE
Fe Pharmaceuticals (Canada) Inc.,782874-8,FE
CrossPointe Casa de Fe,1284368-4,FE
Santa Fe Consulting Inc.,1346921-2,FE
FRANSEN ENGINEERING (FE) LTD.,771605-2,FE
SANTA FE ENTERTAINMENT INC.,284583-1,FE
SANTA FE RESOURCES LTD.,008703-3,FE
GALERIES SANTA FE INC.,243659-1,FE
&quot;Fe Viva&quot; World Missions,371968-5,FE
FE WRN Ontario Inc.,640026-4,FE
FE Retail Group Inc.,948225-3,FE
FE-ME FRAME INC.,1094387-8,FE
ARN-FE-LIN HOLDINGS LTD.,031601-6,FE
Santa Fe Land &amp; Cattle Inc.,699449-1,FE
NE-RI-FE ENTERPRISES INC.,250288-7,FE
Odo Ye Fe Association of Toronto,1766284-0,FE
SANTA FE SOUTHWESTERN GRILL (RENFREW) INC.,778381-7,FE
LOADSTONE FE3O4 ENTERPRISES INC.,615196-5,FE
FF.M.O. OF CANADA LIMITED,042758-6,FF
MONTEBELLO EGYPTIAN BLOODSTOCK INVESTMENTS FF INC.,306691-6,FF
"MICRO PROCESSOR MEASURING SYSTEMS FF INC,.",205136-2,FF
DENTISTERIE FF INC.,1129875-5,FF
FF Ventures Inc.,1105594-1,FF
FF Management Inc.,1249551-1,FF
FF PRODUCTIONS INC.,1298346-0,FF
Flyfish.ff Ltd.,1456650-5,FF
FF3 Media Inc.,1696402-8,FF
FF EDIBLE BEANS LTD.,261118-0,FF
FF INTL CO Corporation,393226-5,FF
Edward FF Property Inc.,1463139-1,FF
FF/POST MONTR&Eacute;AL INC.,751343-7,FF
FF Finally Financed Inc.,911656-7,FF
Karwal FF Moncton Inc.,1262107-0,FF
22-23 FF Logistics Inc.,1566418-7,FF
"FF5 Productions Canada, Inc.",756181-4,FF
FF International Express Co; Ltd.,1526354-9,FF
IMPRIMERIE VENUS (FG) LTEE,046742-1,FG
Services Juridiques FG Inc.,1420168-0,FG
FG FREELANCE PRODUCER INC.,1647886-7,FG
FG Baseline Ltd.,1665575-1,FG
FG Capital Ltd.,1062931-6,FG
FG Con Inc.,1237143-0,FG
FG FINANCE CORPORATION,320863-0,FG
FG PREC Corporation,1329951-1,FG
FG Hospitality Inc.,690855-1,FG
FG Teknologie inc.,854529-4,FG
FG POWER Ltd.,1274940-8,FG
FG Pro Inc.,1424822-8,FG
FG Filtration Inc.,1459513-1,FG
FG Stores Ltd.,1581423-5,FG
FG Canada Holdings Inc.,1547902-9,FG
FG Capital Investments Inc.,1280421-2,FG
FG Sunshine Cleaning Inc.,864348-2,FG
FG FAMILY HOMES INC.,1330850-2,FG
Mat&eacute;riaux recycl&eacute;s FG Inc.,1218910-1,FG
FG Learning Solutions Inc.,1404494-1,FG
FG FREIGHTLINES GROUP LTD.,1777215-7,FG
SKINREVIVE AESTHETICS BY FG LIMITED,1509695-2,FG
Great Toronto  FG Construction Inc.,1736918-2,FG
Distribution de quai FG inc.,1682695-4,FG
GROUPE GOSSELIN PRODUCTION FG INC.,346430-0,FG
GROUPE GOSSELIN PRODUCTION FG INC.,907618-2,FG
GROUPE GOSSELIN PRODUCTION FG INC.,956284-2,FG
FG Investment PC30W Inc.,1279943-0,FG
FH CANADA,224172-2,FH
FH Education Corp.,1022556-8,FH
FH Excavating Inc.,1603066-1,FH
FH Unlimited Inc.,1016753-3,FH
Gestion FH Inc.,823030-7,FH
FH TECH INC.,702051-1,FH
FH. Trading Ltd.,1541679-5,FH
FH Holdings Inc.,1542985-4,FH
CDN - FH INVESTMENTS INC. / LES INVESTISSEMENTS CDN - FH INC.,1073789-5,FH
FH2Globe Inc.,884082-2,FH
FH4S INC.,692096-9,FH
FH Brand International Inc.,1394864-1,FH
FH Structural Solutions Ltd.,1563823-2,FH
FH Film Fund Inc.,1602686-9,FH
FH South (III) Equities Inc.,1751717-3,FH
FI-AGRA LIMITED,128895-4,FI
FI MANAGEMENT SERVICES INC. -,089936-4,FI
MANA-FI-MARK MASOU LTEE,026191-2,FI
SCI-FI CREATURE PRODUCTIONS (MUSE) INC.,700413-3,FI
KB SCI-FI PRODUCTIONS (MUSE) INC.,679081-0,FI
LES VETEMENTS DE SPORTS FI-FO-FUN INC.,291438-7,FI
FI-BAL INC.,037675-2,FI
Bryde FI Inc.,1075180-4,FI
FI Camps Inc.,1496459-4,FI
Fi-Can Club,902569-3,FI
FI Capital Ltd.,650378-1,FI
CLOUD-FI INC.,960926-1,FI
QUAENET Fi Corp.,1070844-5,FI
FI Travel Corporation,364214-3,FI
Fen-Fi Inc.,1582004-9,FI
FI FERRUM INC.,1194658-7,FI
FI PARTNERS LTD.,864575-2,FI
Lu-Fi Inc.,975520-9,FI
FI REAL INC.,1022461-8,FI
Quad-Fi Inc.,1088096-5,FI
FI WINDOWS LTD.,1219748-1,FI
FI TECHNOLOGIES INC.,1375546-1,FI
FI Solutions Inc.,1598201-4,FI
FI 2020 JV Inc.,397913-0,FI
FI56TY Inc.,907255-1,FI
All Wi-Fi Inc.,618677-7,FI
Be.Fi Plaza Inc.,1639625-9,FI
Berry-Fi Gifts Inc.,1566935-9,FI
HI FI CITY INC.,126126-6,FI
CO SO FI LTEE,178347-5,FI
Why Fi Consulting Inc.,1386855-9,FI
FI-SOUND CORPORATION LIMITED,043232-6,FI
DEL-FI RECORDS INC.,226428-5,FI
FI Design Studio Inc.,1767514-3,FI
Fi Di Kulcha Inc.,1441428-4,FI
Semper Fi Digital Inc.,1102383-7,FI
DOYLE HI-FI LTD.,045171-1,FI
KOE-FI RENOVATIONS INC.,055810-9,FI
Planet Hi-Fi Inc.,1199763-7,FI
Sci-Fi Pi Inc.,360189-7,FI
SLI-FI MEDIA INC.,378831-8,FI
hi-fi + room inc.,433518-0,FI
Lockridge Hi-Fi Inc.,624635-4,FI
SKY-FI NETWORKS INC.,908014-7,FI
Sei FI Trustee Inc.,1075183-9,FI
FI Product Management Inc.,1159588-1,FI
Hi-Fi Handiwork Inc.,1188481-6,FI
Mid-Fi Media Inc.,1271880-4,FI
Jamaica Fi Pickney Inc.,1652204-1,FI
Hi-Fi Guys Inc.,1747267-6,FI
HI FI ASSOCIATES CANADA INC.,639508-2,FI
TAK FI BUSINESS DEVELOPMENT INC.,236681-9,FI
Fi-vista Sales (Canada) LTD.,679193-0,FI
Uni-Fi Disc Storage Inc.,630650-1,FI
PVA SON HI FI LTD.,072228-6,FI
LES PLACEMENTS FI-ROIS INC.,080544-1,FI
GESTION FI-LA-MO INC.,296822-3,FI
SO*FI* FIRE AND GLASS Inc.,1495647-8,FI
The Original Hi-Fi Hymn Book,447779-1,FI
FI-PAC RESOURCES OF CANADA LIMITED,157465-5,FI
SKY-FI SATELLITE SYSTEMS (CANADA) CORP.,188642-8,FI
SLC Management Core FI GP Inc.,1000677-7,FI
DISTRIBUTION ELECTRONIQUE Z HI-FI INC.,187006-8,FI
FI Technology Solutions and Management Consulting Inc.,1493134-3,FI
LE COUPLE DU SON HI-FI INC.,127925-4,FI
SLC Management Long Term Core FI GP Inc.,1000680-7,FI
FJ3 INC.,1551562-9,FJ
EOS FJ INC.,761962-6,FJ
FJ HOMES LTD.,989572-8,FJ
FJ Kart Ltd.,1605983-0,FJ
FJ CONSTRUCTION ENTERPRISE INC.,893258-1,FJ
FJ Property Management Corp.,1554476-9,FJ
FJ GHOUS LOGISTICS CORPORATION,1384528-1,FJ
FJ Urban Developments Inc.,1678957-9,FJ
FJ Electronic Expert Ltd.,959809-0,FJ
FJ STRATEGIC SOLUTIONS INC.,900811-0,FJ
FJ TEJO RENOVATIONS INC.,992998-3,FJ
FJ TEAM SERVICES INC.,1051003-3,FJ
FJ Interlocking &amp; Paving LTD.,1278126-3,FJ
FJ TECH SHOPPER INC.,1449282-0,FJ
FJ Associates Consulting Services Inc.,695481-2,FJ
FJ &amp; Son&#39;s  Auto Gallery Inc.,1590098-1,FJ
FJ Bern Management &amp; Services Corp.,1667678-2,FJ
FJ Martel Consulting Services Inc.,760882-9,FJ
LES ENTREPRISES FJ SUERMONDT INC.,449097-5,FJ
GROUPE FK13 INC.,983756-6,FK
AGENCE FK13 INC.,985059-7,FK
FK7 S&Eacute;CURIT&Eacute; INC.,1398341-2,FK
INVESTISSEMENT CONDOMINIUM CAMDEN FK INC.,350735-1,FK
FK Canada Inc.,1173060-6,FK
FK&amp;E INC.,1055946-6,FK
SK &amp; FK INCORPORATED,638681-4,FK
PLACEMENTS FK INC.,808258-8,FK
FK LASH INC.,1122912-5,FK
FK EXIM CANADA INC.,251378-1,FK
FK &amp; FB Transportations Inc.,1621237-9,FK
FK AFRICAN CANADIAN GROCERY STORE CORP.,1528385-0,FK
FL TRANSIT INC.,1392538-2,FL
FL510 AVIATION INC.,865767-0,FL
FL &amp; L Heritage Inc.,1724346-4,FL
FL INVESTMENTS AND ADVISORY INC.,949967-9,FL
FL01 Inc.,1750252-4,FL
FL2 INC.,401272-1,FL
FL95 inc.,1350633-9,FL
TMS FL INC.,372494-8,FL
Solution FL Inc.,683193-1,FL
FL. ZHANG INC.,819629-0,FL
FL PHARM INC.,1349530-2,FL
Ressources FL Lt&eacute;e,1463603-1,FL
FL Sport Inc.,1722334-0,FL
FL&amp;A Pharmacy Inc.,1344606-9,FL
AGILE FL MANAGEMENT INC.,951637-9,FL
FL BUSINESS YEA INC.,1720631-3,FL
FL Connecting Culture Corp.,1486349-6,FL
FL Immigration Consultant Inc.,1365242-4,FL
SOINS EXPERTS FL INC.,1474235-4,FL
HOSTESS-FL NRO LTD.,230998-0,FL
FL - FUNDRAISING LEAGUE INC.,879406-5,FL
GESTION FR&Eacute;D&Eacute;RICK FL INC.,1283485-5,FL
RESSOURCES FL - PLACEMENT LT&Eacute;E,1714222-6,FL
FL340&amp;ELR Consultants Inc.,977429-7,FL
AB-FL Wealth Management Corporation,1068299-3,FL
FL Heating &amp; Air Conditioning Inc.,819287-1,FL
Les D&ocirc;mes FL Qu&eacute;bec Inc.,371022-0,FL
GESTION IMMOBILI&Egrave;RE RESSOURCES FL LT&Eacute;E,1702894-6,FL
PSP H2O FL GP INC.,964103-3,FL
Les Investissements S.A.T.O. (FL) Inc.,383232-5,FL
"literacy.FM, Inc.",1398537-7,FM
FM&sup2; INVESTMENTS INC.,1623479-8,FM
FM&sup2; INVESTMENTS INC.,1671110-3,FM
FM ONE ALLIANCE CORP.,372251-1,FM
FM MAILING SERVICES INC.,404816-4,FM
SERVICES FM NET INC.,932372-4,FM
FM Marine &amp; Sport Equipment Inc.,267562-5,FM
R2FM DESIGN SERVICES LTD.-,090378-7,FM
FM14444 INC.,421522-2,FM
able.fm INC.,849697-8,FM
FM AESTHETICS INC.,1226423-4,FM
Afterhours.FM Inc.,695728-5,FM
FM-CFS CANADA,323223-9,FM
CEAD FM LIMITED,609269-1,FM
CEAD FM Limited,797585-6,FM
CFNY-FM LIMITED,155178-7,FM
CHOX FM INC.,272503-7,FM
CION FM INC.,225659-2,FM
CJAB - FM INC.,081888-7,FM
CJMF-FM LTEE,074651-7,FM
CKIK-FM LIMITED,123005-1,FM
&quot;COATICOOK FM INC.&quot;,067917-8,FM
Compass FM Limited,1479468-1,FM
FM SATELLITE CORP.,070915-8,FM
FM INTERACTIVE CORPORATION,356394-4,FM
EZ/FM Corporation,1330000-5,FM
FM DELTA LTD.,064196-1,FM
Desi FM Ltd.,1052187-6,FM
FM&amp;DK Inc.,1393064-5,FM
&Eacute;volution FM inc.,310241-6,FM
FM Stationers Inc.,182716-2,FM
SITE FM LTEE,269895-1,FM
FM SOLUTION INC.,329456-1,FM
SORTIR FM INC.,397257-7,FM
MilCAD FM Inc.,410017-4,FM
Techno.FM INC.,696344-7,FM
UPRISE.FM INC.,816934-9,FM
TREBBLE.FM INC.,849952-7,FM
STRINGS.FM INCORPORATED,856582-1,FM
Studios.fm Inc.,865679-7,FM
FM Limo Ltd.,1021737-9,FM
FM ROBOTICS Inc.,1112511-7,FM
FM NetRoam Inc.,1245213-8,FM
Time FM Tamil,1379882-8,FM
FM TRANS INC.,1406323-6,FM
FM Stores Inc.,1621717-6,FM
GASH FM inc.,1681725-4,FM
Sesh.fm Inc.,1730211-8,FM
Zone1 FM Inc.,1301982-9,FM
FM3G INC.,782333-9,FM
CFIX-FM 97 INC.,211670-7,FM
CKDJ-FM Algonquin Radio,326808-0,FM
FM Angel Care Inc.,1499505-8,FM
FM&amp;B Partners Ltd.,1715992-7,FM
FM Bubble Tea Inc.,1466092-7,FM
FM Business Solutions Ltd.,1181133-9,FM
Not FM Canada Inc.,255711-8,FM
Miss FM Canada Inc.,1582896-1,FM
RADIO CJAO-FM INC.,163196-9,FM
RADIO CKYK FM INC.,289509-9,FM
FM Cloud Consulting Inc.,1182843-6,FM
FM Insight Consulting Ltd.,677152-1,FM
FM CONSULTING SOLUTIONS INC.,1384316-5,FM
FM Innovative Solutions Corporation,962803-7,FM
Crush.FM Radio Inc.,914556-7,FM
DevOps Expert FM Ltd.,1311572-1,FM
RG &amp; FM ENTERPRISES LTD.,1507891-1,FM
FM Financial Solutions Inc.,645476-3,FM
RADIO QX-FM INC.,302457-1,FM
SOURCE FM LOGISTICS LTD.,382720-8,FM
Ulive.fm Network Inc.,715726-6,FM
SkidSteer Service FM Inc.,1134928-7,FM
RED FM TAMIL LTD.,1175842-0,FM
FM North Store Inc.,1312039-2,FM
Importations Internationales FM inc.,1320513-4,FM
Front Left FM Inc,1670037-3,FM
NUL FM Radio Inc.,1759063-6,FM
FM1 Consulting Services Inc.,1764743-3,FM
THE COAST 104.1 FM INC.,686274-8,FM
R2FM CONSULTING INC.,395963-5,FM
Fm8 Kitchen Plus Inc.,1655286-2,FM
National ME/FM Action Network,293001-3,FM
SOCIETE COMMERCIALE ADIMEX FM INC.,200029-6,FM
FM Welding and Safety Ltd.,728774-7,FM
RESEAU DES APPALACHES (FM) LTEE,239428-6,FM
CIBM-FM MONT BLEU LTEE,208931-9,FM
CANADIAN TIME FM BROADCASTING CORP.,1457445-1,FM
BROOKFIELD GLOBAL FM GP LTD.,864387-3,FM
SERCO FM (NEW BRUNSWICK) INC.,300893-2,FM
RADIO FM DU NORD LTEE,037480-6,FM
FM MULTI-TECH SOLUTIONS LTD.,675728-6,FM
FM4DAB Materials Consulting Inc.,1369090-3,FM
LES PRODUCTIONS AM FM CANADA LTEE,222648-1,FM
FM Home Design Renovation &amp; Construction Ltd.,1612482-8,FM
FM Global Pet Supplies and Services Limited,776535-5,FM
SEAWAY M.E./FM SELF HELP GROUP,797781-6,FM
CKRK K-103 FM MOHAWK RADIO KAHNAWAKE ASSOCIATION,308505-8,FM
FN DIVERTISSEMENT INC.,1113735-2,FN
Fn Apparel Inc.,1731814-6,FN
FN Capital Corporation,972142-8,FN
Neon FN Corp.,1314355-4,FN
FN Keys Ltd.,1125799-4,FN
FN Mint Inc.,1655742-2,FN
FN VENTURES INC.,1730351-3,FN
FN Restoration Ltd.,1740594-4,FN
INVEST 3FN INC.,1044335-2,FN
AGRI 3FN INC.,1044340-9,FN
FN BATHROOM SPECIALIST INC.,1343933-0,FN
FN NANO CANADA INC.,1163111-0,FN
Chegahno FN Development Corporation,1745907-6,FN
FN Crypto Exchange Inc.,1705432-7,FN
FN Telecom Operations Inc.,646902-7,FN
TRANS RAIL FN 27 INC.,850570-5,FN
TRANS RAIL FN 27 INC.,960671-8,FN
Newmont Canada FN Holdings Limited,445437-5,FN
FN Strategies &amp; Consulting services Inc.,1593525-3,FN
LOCATION D&#39;&Eacute;QUIPEMENTS FN INC.,311893-2,FN
Sky Solar FIT5FN Inc.,818118-7,FN
FN Bio-Medical Software Solutions Inc.,605847-7,FN
FN First Nation IT Consulting Inc.,1458774-0,FN
Sky Solar FIT4 FN1 GP Inc.,947075-1,FN
Sky Solar FIT4 FN2 GP Inc.,947251-7,FN
HI FO HOLDINGS LTD.,027569-7,FO
GROUPE FO SHO INC.,851566-2,FO
LES PLACEMENTS DU-FO LTEE,016350-3,FO
LES ENTREPRISES AR-FO ELECTRIQUE INC.,289470-0,FO
LES VETEMENTS DE SPORTS FI-FO-FUN INC.,291438-7,FO
MEZ-FO Inc.,1628331-4,FO
BOUCHERIE FO-RAN INC.,069951-9,FO
CAFE FO HO INC.,220172-1,FO
FO Creative Studio Ltd.,1779262-0,FO
GESTION MI-FO INC.,242942-0,FO
SUN FO INTERNATIONAL INC.,330817-1,FO
FO Sunco Holdings Ltd.,703120-3,FO
Fydes FO International Ltd.,1234596-0,FO
BOUTIQUE SKI-FO SPORTS INC.,002256-0,FO
LES MATERIAUX CO FO INC.,085137-0,FO
