company_name,domain,rdap_email,registrant_name,match_score,tier,trade,city,province
Wintergreen Electric,wintergreenelectric.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.19,tier3,Electrical Contractors,Abbotsford,BC
Wilshire Construction,wilshireconstruction.com,domain.operations@web.com,"Network Solutions, LLC",0.143,tier3,General Contractor,Abbotsford,BC
Willow Spring Construction,willowspringconstruction.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.238,tier3,General Contractor,Surrey,BC
Willow Development Inc,willow-development.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.286,tier3,Home Renovation,West Kelowna,BC
Wilkins Construction Ltd,wilkins-construction.com,abuse@bluehost.com,Launchpad.com Inc.,0.25,tier3,General Contractor,Vernon,BC
Wiley Roofing,wileyroofing.com,abuse@dynadot.com,Dynadot9266 LLC,0.167,tier3,Roofing Contractors,Langley,BC
Wightman Mechanical,wightmanmechanical.com,abuse@easydns.com,easyDNS Technologies Inc.,0.308,tier3,Water Heater Dealers,Kelowna,BC
Whitetail Concrete Inc,whitetailconcrete.com,abuse@namecheap.com,"NameCheap, Inc.",0.222,tier3,Concrete Contractors,Kelowna,BC
White Rock Renovations,whiterockrenovations.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.478,tier3,General Contractor,Surrey,BC
Westport Mechanical Ltd,westportmechanical.com,abuse@rebel.com,Rebel.ca Corp.,0.308,tier3,Commercial Air Conditioning Contractors,Coquitlam,BC
Western Star Contracting Ltd,westernstar.com,abuse@key-systems.net,Key-Systems GmbH,0.357,tier3,General Contractor,Aldergrove,BC
Western Insulation Ltd.,westerninsulation.com,abuse@enom.com,"eNom, LLC",0.273,tier3,Insulation Contractors,Surrey,BC
Torbram Electric,torbramelectric.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.324,tier3,Electrician,Kelowna,BC
Jade Electric Ltd,jade-electric.com,abuse@domainoriental.com,DOMAIN ORIENTAL LIMITED,0.286,tier3,Electrician,Kelowna,BC
Vitatek Solutions,vitatek.com,abuse@cloudns.net,Cloud DNS Ltd,0.0,tier3,Cleaning Services,Kelowna,BC
JK Commercial Cleaning Services,jkcommercialcleaning.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.293,tier3,Cleaning Services,Kelowna,BC
Technical Safety BC,technicalsafetybc.com,abuse@dotalliance.com,DotAlliance Inc.,0.333,tier3,Electrical Contractors,Kelowna,BC
TI Roof Rescue Inc.,tiroofrescue.com,abuse@register.ca,Register.ca Inc.,0.333,tier3,Roofing Contractors,Kelowna,BC
Falcon Engineering Ltd,falcon-engineering.com,abuse@ordertld.com,CNOBIN INFORMATION TECHNOLOGY LIMITED,0.34,tier3,General Engineering Contractor,Kelowna,BC
Regent Construction,regent-construction.com,abuse@one.com,One.com A/S,0.286,tier3,General Contractor,Kelowna,BC
Accent Renovations,accentrenovations.com,regcompliance@whc.ca,WHC Online Solutions Inc.,0.286,tier3,Home Improvement,Kelowna,BC
Prehofer Enterprise Ltd,prehofer.com,abuse@ascio.com,"Ascio Technologies, Inc. Danmark - Filial af Ascio technologies, Inc. USA",0.145,tier3,Plumber,Kelowna,BC
R & R Electric Ltd.,r-r-electric.com,abuse@registrar.eu,Hosting Concepts B.V. d/b/a Registrar.eu,0.213,tier3,Electrician,Kamloops,BC
Oswell Construction Ltd,oswellconstruction.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.207,tier3,Home Improvement,Kamloops,BC
Polytech Foam Solutions Inc.,polytechfoam.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.308,tier3,Spray Foam Insulation Contractors,Kamloops,BC
Skull Mountain Contracting,skull-mountain.com,abuse@123-reg.co.uk,123-Reg Limited,0.0,tier3,General Contractor,Kamloops,BC
CBT Mechanical Inc.,cbtmechanical.com,abuse@enom.com,"eNom, LLC",0.111,tier3,Mechanical Contractors,Kamloops,BC
Sunset Landscaping,sunset-landscaping.com,abuse@namecheap.com,"NameCheap, Inc.",0.37,tier3,Landscape Contractors,Kamloops,BC
Centrecore HVAC Services,centrecorehvac.com,domainabuse@tucows.com,Tucows Domains Inc.,0.345,tier3,Heating and Air Conditioning,Kamloops,BC
Concrete Solutions,concrete.com,domain.operations@web.com,"Network Solutions, LLC",0.4,tier3,Concrete Contractors,Kamloops,BC
Ocean Cleaning Company Ltd,oceancleaning.com,abuse@hosting.kr,"Megazone Corp., dba HOSTING.KR",0.375,tier3,Cleaning Services,Kamloops,BC
All Service Plumbing & Heating,allplumbingheating.com,abuse@dynadot.com,Dynadot Inc,0.148,tier3,Plumber,Quesnel,BC
Altrad Contracting,altrad.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.222,tier3,General Contractor,Prince George,BC
Angelus Contracting,angelus.com,abuse@support.gandi.net,Gandi SAS,0.375,tier3,General Contractor,Prince George,BC
Apex Insulation,apex-insulation.com,domainabuse@automattic.com,Automattic Inc.,0.4,tier3,Insulation Contractors,Prince George,BC
Aqua Drilling Services Ltd.,aqua-drilling.com,abuse@cdmon.com,"10dencehispahard, S.L.",0.25,tier3,Drilling Contractor,Williams Lake,BC
Bench Rentals,benchrentals.com,abuse@dotEarth.com,"Domain Registration Services, Inc. dba dotEarth.com",0.318,tier3,Construction Services,Prince George,BC
Big Country Pumps Inc.,bigcountrypumps.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.103,tier3,Pump Service,150 Mile House,BC
Costa Del Sol,costadelsol.com,legalservices@eurodns.com,EuroDNS S.A.,0.348,tier3,General Contractor,Prince George,BC
Crossroads Construction CO LTD,crossroads-construction.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.121,tier3,General Contractor,Prince George,BC
Excel Painting,excel-painting.com,abuse@internet.gmo,"GMO Internet Group, Inc. d/b/a Onamae.com",0.25,tier3,Painting Contractors,Prince George,BC
GL Construction,gl-construction.com,abuse@1api.net,1API GmbH,0.083,tier3,Home Builders,Williams Lake,BC
JR & Sons Enterprises Ltd.,jr-sons.com,abuse@one.com,One.com A/S,0.375,tier3,Lead Renovator,Prince George,BC
MJA Plumbing Services,mjaplumbing.com,abuse@bluehost.com,Bluehost Inc.,0.2,tier3,Plumber,Tumbler Ridge,BC
Macon Construction LTD,maconconstruction.com,abuse@directnic.com,"DNC Holdings, Inc.",0.095,tier3,Construction Services,Williams Lake,BC
Mainline Plumbing and Heating,mainlineplumbingandheating.com,abuse@namespro.ca,Namespro Solutions Inc.,0.162,tier3,Plumbing Renovation,Prince George,BC
NRS Engineering LTD,nrs-engineering.com,abuse@ionos.com,IONOS SE,0.348,tier3,General Engineering Contractor,Prince George,BC
River Crest Contracting Ltd.,rivercrest.com,abuse@spaceship.com,"Spaceship, Inc.",0.3,tier3,General Contractor,Chilliwack,BC
Tribrink Contracting Ltd,tribrink.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.294,tier3,General Contractor,Chilliwack,BC
Legacy Pro Contractors Inc.,legacyprocontractors.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.312,tier3,General Contractor,Chilliwack,BC
Morningstar Painting,morningstar-painting.com,verisign@virtuadrug.com,Domain Science Kutatasi Szolgaltato Korlatolt Felelossegu Tarsasag,0.209,tier3,Commercial Painter,Chilliwack,BC
EAM Masonry Ltd,eammasonry.com,abuse@namecheap.com,"NameCheap, Inc.",0.2,tier3,Contractor Referral,Chilliwack,BC
WSE Contracting,wse.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.0,tier3,Home Improvement,Chilliwack,BC
Acme Electrical Ltd.,acme-electrical.com,abuse@one.com,One.com A/S,0.25,tier3,Electrical Contractors,Chilliwack,BC
RT Construction,rtconstruction.com,abuse@dynadot.com,Dynadot Inc,0.091,tier3,Construction,Chilliwack,BC
Sunshine Painting Ltd,sunshinepainting.com,domain.operations@web.com,"Network Solutions, LLC",0.25,tier3,Painting Contractors,Chilliwack,BC
James Johnson Enterprises Ltd.,james-johnson.com,domainabuse@tucows.com,Tucows Domains Inc.,0.37,tier3,Holding Company,Chilliwack,BC
End To End Services Ltd.,endtoend.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.129,tier3,Flooring Contractors,Chilliwack,BC
Grosvenor Electric Ltd.,grosvenorelectric.com,abuse@enom.com,"eNom, LLC",0.273,tier3,Electrician,Chilliwack,BC
Jomi Construction Ltd,jomiconstruction.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.39,tier3,General Contractor,Chilliwack,BC
JB Exteriors,jbexteriors.com,abuse@bluehost.com,Launchpad.com Inc.,0.083,tier3,Siding Contractors,Chilliwack,BC
Angie's Painting,angiespainting.com,domainabuse@automattic.com,Automattic Inc.,0.32,tier3,Painting Contractors,Chilliwack,BC
Blue Boy Painter,blueboypainter.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.368,tier3,Painting Contractors,Chilliwack,BC
JLM Contracting,jlm.com,abuse@ename.com,"eName Technology Co., Ltd.",0.105,tier3,Construction Services,Chilliwack,BC
G S M Contracting,g-s-m.com,abuse@porkbun.com,Porkbun LLC,0.0,tier3,General Contractor,Chilliwack,BC
Blue Crest Electric Ltd.,bluecrestelectric.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.389,tier3,Electrician,Chilliwack,BC
Fraser Valley Roofing Ltd.,fraservalleyroofing.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.194,tier3,Roofing Contractors,Chilliwack,BC
Tristan Savoie Painting & Decorating,tristansavoiepaintingdecorating.com,domain-abuse@wix.com,Wix.com Ltd.,0.15,tier3,Painting Contractors,Chilliwack,BC
JG Roofing Ltd.,jg-roofing.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.244,tier3,Roofing Contractors,Chilliwack,BC
Streamline Painting,streamline-painting.com,ZYS@GNAME.COM,Gname 132 Inc,0.286,tier3,Painting Contractors,Chilliwack,BC
Service Plumbing,plumbing.com,abuse@key-systems.net,Key-Systems GmbH,0.167,tier3,Plumber,Chilliwack,BC
Vedder Electric,vedderelectric.com,abuse@ionos.com,IONOS SE,0.087,tier3,Electrician,Chilliwack,BC
Blue Tech Electric LTD,bluetechelectric.com,abuse@namesilo.com,"NameSilo, LLC",0.077,tier3,Electrician,Chilliwack,BC
Big Bear Electric Inc.,bigbearelectric.com,abuse@moniker.com,Moniker Online Services LLC,0.323,tier3,Electrical Contractors,Chilliwack,BC
Dura-Ramp Inc.,dura-ramp.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.24,tier3,Industrial Manufacturers,Chilliwack,BC
Avista Development,avistadevelopment.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.294,tier3,Building Contractors,Summerland,BC
Bella Outdoor Living Inc.,bellaoutdoorliving.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.353,tier3,Pergolas,Westbank,BC
Bellco Drywall Ltd,bellcodrywall.com,domainabuse@tucows.com,Tucows Domains Inc.,0.357,tier3,Drywall Contractors,Salmon Arm,BC
Belvedere Place Contracting Ltd.,belvedereplace.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.24,tier3,Construction,Kelowna,BC
Bertrim Contracting,bertrim.com,abuse@ionos.com,IONOS SE,0.133,tier3,Building Contractors,West Kelowna,BC
Block Construction & Design,blockconstructiondesign.com,abuse-complaints@squarespace.com,Squarespace Domains LLC,0.136,tier3,Home Builders,Armstrong,BC
Broadview Group,broadview.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.3,tier3,Landscape Contractors,Osoyoos,BC
CRL Group Holdings Inc.,crl.com,domain.operations@web.com,"Network Solutions, LLC",0.2,tier3,Excavating Contractors,Summerland,BC
Caliber Developments Ltd.,caliberdevelopments.com,abuse@namespro.ca,Namespro Solutions Inc.,0.286,tier3,Building Contractors,Lake Country,BC
Chamberlain Builders Ltd.,chamberlainbuilders.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.261,tier3,Home Builders,Summerland,BC
Chase Valley,chasevalley.com,tld-abuse@hostopia.com,Hostopia Canada Corp,0.222,tier3,General Contractor,Penticton,BC
Custom Choice Builders,customchoicebuilders.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.39,tier3,Home Builders,Kelowna,BC
Cutting Edge Carpentry Inc,cuttingedgecarpentry.com,abuse@name.com,"Name.com, Inc.",0.069,tier3,Carpenter,Invermere,BC
Dachhaus Contracting,dachhaus.com,ymn@juming.com,"Hefei Juming Network Technology Co., Ltd",0.103,tier3,Roofing Contractors,Grand Forks,BC
Engli Construction Ltd,engliconstruction.com,abuse@promopeople.com,"Promo People, Inc.",0.133,tier3,Home Builders,Kamloops,BC
Evans Construction Inc,evans-construction.com,abuse@bluehost.com,Bluehost Inc.,0.308,tier3,General Contractor,Vernon,BC
Fairweather Property Solutions Ltd.,fairweatherproperty.com,abuse@registrar.eu,Hosting Concepts B.V. d/b/a Registrar.eu,0.145,tier3,Commercial Cleaning Services,Kelowna,BC
Grandt Contracting Ltd,grandt.com,abuse@moniker.com,Moniker Online Services LLC,0.2,tier3,Building Contractors,Kelowna,BC
Haowen Homes Ltd,haowenhomes.com,domain-abuse@wix.com,Wix.com Ltd.,0.333,tier3,Home Builders,Kelowna,BC
Hometown Enterprises,hometown.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.222,tier3,Building Contractors,Vernon,BC
Hydraclean Restoration Services Ltd.,hydracleanrestoration.com,abuse@1api.net,1API GmbH,0.065,tier3,Disaster Cleanup,Kelowna,BC
Inspiration Homes.,inspirationhomes.com,abuse@dynadot.com,Dynadot Inc,0.25,tier3,Building Contractors,Vernon,BC
Integrity Roofing,integrity-roofing.com,abuse-contact@sav.com,"Sav.com, LLC",0.087,tier3,Roofing Contractors,Salmon Arm,BC
JCB Contracting Ltd,jcb.com,abuse@safenames.net,SafeNames Ltd.,0.0,tier3,General Contractor,Vernon,BC
Jolan Contracting,jolan.com,abuse@ovh.net,OVH sas,0.333,tier3,General Contractor,Kelowna,BC
KW Concrete,kw-concrete.com,abuse@support.gandi.net,Gandi SAS,0.1,tier3,Concrete Contractors,Kelowna,BC
Kynoch Builders Inc,kynochbuilders.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.312,tier3,Building Contractors,Kelowna,BC
Laser Glass Railing Inc.,laserglassrailing.com,abuse@enom.com,"eNom, LLC",0.174,tier3,Railing,Kelowna,BC
We Build That,webuildthat.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.238,tier3,Home Improvement,Osoyoos,BC
Viking Concrete,viking-concrete.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.308,tier3,Concrete,Kelowna,BC
Smoky Valley Contracting Ltd.,smoky-valley.com,abuse@namecheap.com,"NameCheap, Inc.",0.19,tier3,Excavating Contractors,Lake Country,BC
Semko Contracting Ltd,semko.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.231,tier3,Home Builders,Vernon,BC
Royce Robert Homes,royceroberthomes.com,abuse@namesilo.com,"NameSilo, LLC",0.231,tier3,Building Contractors,Kelowna,BC
Parsons Family Homes,parsonsfamilyhomes.com,abuse@rebel.com,Rebel Ltd,0.16,tier3,General Contractor,Coldstream,BC
Moose Electric,mooseelectric.com,abuse@dynadot.com,Dynadot Inc,0.19,tier3,Electrician,Surrey,BC
JA Electric Inc,jaelectric.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.19,tier3,Electrician,Richmond,BC
Gill Electric Co Ltd,gillelectric.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.4,tier3,Electrician,White Rock,BC
Flash Electric Ltd,flash-electric.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.222,tier3,Electrician,Surrey,BC
Hilltop Electric,hilltop-electric.com,domain.operations@web.com,"Network Solutions, LLC",0.261,tier3,Electrical Contractors,White Rock,BC
Databoys Enterprises Inc,databoys.com,abuse@enom.com,"eNom, LLC",0.167,tier3,Electrical Contractors,Richmond,BC
FG Electric,fgelectric.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.27,tier3,Electrician,Surrey,BC
Vancity Electric,vancityelectric.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.255,tier3,Commercial Electrician,Surrey,BC
MTV Enterprise Ltd,mtv.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.286,tier3,Electrician,Richmond,BC
Remain Current Electric,remaincurrentelectric.com,abuse@namecheap.com,"NameCheap, Inc.",0.188,tier3,Electrician,Surrey,BC
Westrade Electric,westradeelectric.com,abuse@register.ca,Register.ca Inc.,0.37,tier3,Electrician,North Vancouver,BC
West Harbour Electric,westharbourelectric.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.12,tier3,Commercial Electrician,Surrey,BC
Wave Electrical Ltd,wave-electrical.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.16,tier3,Electrician,Surrey,BC
WE Do Electrical,wedoelectrical.com,abuse@melbourneit.com.au,Netregistry Wholesale Pty Ltd,0.195,tier3,Electrician,Surrey,BC
W K Electric Ltd,wkelectric.com,abuse@ionos.com,IONOS SE,0.2,tier3,Electrician,Vancouver,BC
Voltz Electric Ltd.,voltz-electric.com,abuse@bluehost.com,Bluehost Inc.,0.182,tier3,Electrician,Surrey,BC
Voltech Systems Ltd,voltechsystems.com,abuse@ownregistrar.com,"OwnRegistrar, Inc.",0.296,tier3,Electrician,North Vancouver,BC
Vanrook Electric Ltd,vanrookelectric.com,domainabuse@tucows.com,Tucows Domains Inc.,0.133,tier3,Electrician,Langley,BC
Vanguard Power Ltd.,vanguardpower.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.229,tier3,Industrial Electrician,Chilliwack,BC
Torro Electric Ltd,torroelectric.com,domain-abuse@wix.com,Wix.com Ltd.,0.1,tier3,Electrician,North Vancouver,BC
The Plan Group,theplan.com,abuse@epik.com,Epik LLC,0.333,tier3,Electrician,Langley,BC
Tara Electric Ltd,taraelectric.com,abuse@key-systems.net,Key-Systems GmbH,0.138,tier3,Electrician,Surrey,BC
TY Electric Inc.,ty-electric.com,complaint@gname.com,Gname.com Pte. Ltd.,0.261,tier3,Commercial Electrician,North Vancouver,BC
TW Electric Ltd,tw-electric.com,abuse@diymysite.com,Cloud Yuqu LLC,0.095,tier3,Electrician,North Vancouver,BC
TKG Electric Ltd.,tkgelectric.com,DomainAbuse@service.aliyun.com,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),0.179,tier3,Electrician,Surrey,BC
TDM Electric Ltd.,tdm-electric.com,tld-abuse@nic.ru,"Regional Network Information Center, JSC dba RU-CENTER",0.262,tier3,Electrical Contractors,Port Coquitlam,BC
Synergy Electrical Installations,synergyelectricalinstallations.com,abuse@123-reg.co.uk,123-Reg Limited,0.103,tier3,Electrician,North Vancouver,BC
Superb Electric,superb-electric.com,fwicann@gname.com,Gname 038 Inc,0.167,tier3,Electrician,North Vancouver,BC
Sunrise Electrical,sunriseelectrical.com,abuse@bigrock.com,BigRock Solutions Ltd,0.16,tier3,Electrician,Vernon,BC
Sterling Electric,sterlingelectric.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.242,tier3,Electrician,Surrey,BC
Step Electric Ltd,stepelectric.com,contact@bizcn.com,"Bizcn.com, Inc.",0.19,tier3,Electrician,Port Coquitlam,BC
Steelhead Electric Ltd,steelheadelectric.com,abuse@namespro.ca,Namespro Solutions Inc.,0.154,tier3,Electrician,Chilliwack,BC
Status Electrical Corp,statuselectrical.com,abuse@domainpeople.com,"DomainPeople, Inc.",0.276,tier3,Electrician,Abbotsford,BC
Standard Electric Ltd,standardelectric.com,abuse@support.gandi.net,Gandi SAS,0.308,tier3,Electrician,Maple Ridge,BC
Stable Electrical Inc,stableelectrical.com,abuse@promopeople.com,"Promo People, Inc.",0.138,tier3,Electrical Contractors,Delta,BC
All Circuits Electric Ltd.,allcircuitselectric.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.129,tier3,Electrical Contractors,Nanaimo,BC
All Is On Electric,allisonelectric.com,abuse@enom.com,"eNom, LLC",0.091,tier3,Electrical Contractors,Victoria,BC
All Valley Electrical Services,allvalleyelectrical.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.233,tier3,Electrical Contractors,Duncan,BC
Allied Controls Ltd,alliedcontrols.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.16,tier3,Electrical Engineer,Burnaby,BC
Amor Energy Corporation,amorenergy.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.162,tier3,Electrical Contractors,Burnaby,BC
Apaar Electrical Ltd.,apaarelectrical.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.3,tier3,Electrical Wiring,Surrey,BC
Apex Electrical Ltd,apexelectrical.com,abuse@ionos.com,IONOS SE,0.087,tier3,Electrical Contractors,Surrey,BC
Archway Construction Ltd.,archwayconstruction.com,domain.operations@web.com,Annulet LLC,0.222,tier3,Home Improvement,Burnaby,BC
Arcnet Electric Ltd,arcnet-electric.com,abuse@1api.net,1API GmbH,0.167,tier3,Electrical Contractors,Burnaby,BC
Armature Electric Ltd,armatureelectric.com,abuse@webnames.ca,Webnames.ca Inc.,0.222,tier3,Electric Motor Parts,Vancouver,BC
Axford Electrical,axfordelectrical.com,abuse@promopeople.com,"Promo People, Inc.",0.345,tier3,Electrical Contractors,Nanaimo,BC
Wms Enterprises Inc,wms.com,abuse@gcd.com,"GoDaddy Corporate Domains, LLC",0.143,tier3,Commercial Refrigeration,Surrey,BC
Willow Point Electric Ltd,willowpointelectric.com,abuse@rebel.com,Rebel Ltd,0.154,tier3,Electrician,Campbell River,BC
Western Integrated,westernintegrated.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.163,tier3,Electrical Engineer,Burnaby,BC
VoltSafe Inc.,voltsafe.com,abuse@namecheap.com,"NameCheap, Inc.",0.235,tier3,Electrical,Vancouver,BC
Victory Electric LTD,victory-electric.com,domainabuse@automattic.com,Automattic Inc.,0.154,tier3,Electrical Contractors,Langford,BC
Valkyrie Electric,valkyrieelectric.com,abuse@bluehost.com,Launchpad.com Inc.,0.207,tier3,Electrical Contractors,Victoria,BC
VIR Electric Inc,vir-electric.com,DomainAbuse@service.aliyun.com,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),0.25,tier3,Electric Motor Manufacturers,Richmond,BC
Tops Lighting,tops-lighting.com,domainabuse@tucows.com,Tucows Domains Inc.,0.444,tier3,Sign Erectors,Vancouver,BC
Thor Electric,thor-electric.com,abuse@http.net,HTTP.NET INTERNET GMBH,0.118,tier3,Electrical Contractors,Ucluelet,BC
